uf,regiao,bioma,mes,precipitacao_mm,precipitacao_max_24h_mm,dias_com_chuva,temperatura_media_c,umidade_relativa_pct,rajada_vento_max_kmh,altitude_m,declividade_media_pct,densidade_demografica_hab_km2,pct_area_urbana,indice_vegetacao_ndvi,tipo_desastre
SP,Sudeste,Mata Atlantica,2,157.3,108.0,11,26.8,76.3,33.3,330.0,12.6,794.8,29.1,0.527,tempestade
AC,Norte,Amazonia,7,197.0,115.3,17,20.4,81.0,40.3,92.0,9.7,30.1,23.4,0.565,inundacao
RJ,Sudeste,Cerrado,11,297.0,115.5,25,21.0,83.5,34.2,612.0,15.2,14.1,13.3,0.838,deslizamento
RS,Sul,Pampa,6,91.8,15.9,7,15.3,81.7,21.4,342.0,16.1,93.8,16.7,0.388,nenhum
GO,Centro-Oeste,Cerrado,7,46.6,14.0,5,18.6,78.1,25.0,105.0,6.8,71.4,22.6,0.332,incendio_florestal
DF,Centro-Oeste,Cerrado,5,174.3,110.4,15,20.4,74.8,43.4,706.0,12.5,4.1,13.9,0.489,tempestade
AP,Norte,Amazonia,2,245.6,124.9,15,26.9,98.7,41.2,95.0,4.9,140.7,21.0,0.658,tempestade
RS,Sul,Mata Atlantica,8,87.3,57.0,9,15.4,91.1,42.3,880.0,7.3,3.1,11.3,0.453,nenhum
PA,Norte,Amazonia,12,165.9,37.7,12,27.1,88.2,34.3,41.0,7.3,750.6,38.5,0.511,nenhum
TO,Norte,Cerrado,7,48.0,13.3,6,25.1,84.6,27.8,140.0,6.9,5.9,12.5,0.267,incendio_florestal
PI,Nordeste,Cerrado,6,39.1,6.5,5,25.1,63.3,20.9,506.0,3.2,76.9,24.8,0.186,incendio_florestal
RO,Norte,Cerrado,2,250.5,67.0,15,27.7,91.9,31.6,56.0,1.4,111.4,27.2,0.655,inundacao
DF,Centro-Oeste,Cerrado,12,150.0,74.1,15,21.9,76.5,43.5,1212.0,9.7,209.5,27.4,0.497,nenhum
GO,Centro-Oeste,Cerrado,11,261.4,158.2,19,25.1,69.6,30.2,924.0,11.4,5.7,13.7,0.552,inundacao
PI,Nordeste,Mata Atlantica,11,29.3,7.2,3,29.3,52.5,24.5,179.0,13.6,108.1,29.0,0.398,estiagem_seca
AP,Norte,Amazonia,5,95.8,26.6,8,25.1,78.0,38.2,67.0,4.6,9.9,15.5,0.429,nenhum
PA,Norte,Cerrado,8,100.3,24.9,7,26.9,81.3,37.9,193.0,7.4,71.9,16.2,0.271,incendio_florestal
BA,Nordeste,Caatinga,6,45.7,16.9,5,23.6,65.7,21.5,31.0,9.6,2.7,10.1,0.363,incendio_florestal
AC,Norte,Amazonia,3,512.2,157.5,28,26.2,89.7,49.5,265.0,6.0,108.4,30.6,0.526,inundacao
SP,Sudeste,Mata Atlantica,3,155.5,21.6,12,20.7,81.3,38.3,79.0,23.5,351.1,34.3,0.386,nenhum
PI,Nordeste,Caatinga,5,42.9,20.9,3,21.8,63.4,75.5,364.0,2.0,32.3,24.4,0.318,incendio_florestal
SE,Nordeste,Caatinga,7,28.0,6.7,1,23.0,65.3,20.3,187.0,10.2,56.8,18.1,0.189,incendio_florestal
PB,Nordeste,Mata Atlantica,2,62.8,33.4,7,28.8,64.0,69.7,204.0,20.0,124.8,20.2,0.267,tempestade
GO,Centro-Oeste,Amazonia,9,107.8,52.5,8,23.7,66.4,39.8,460.0,10.0,82.3,24.2,0.462,nenhum
AP,Norte,Amazonia,6,192.3,37.9,15,24.0,79.9,16.2,169.0,15.9,4.5,16.1,0.571,nenhum
RO,Norte,Amazonia,11,365.8,208.5,26,27.4,90.5,41.0,339.0,12.9,7.9,18.3,0.644,deslizamento
RS,Sul,Pampa,4,134.7,69.3,12,18.9,77.2,32.1,350.0,6.8,26.9,17.1,0.46,nenhum
AC,Norte,Amazonia,1,951.4,400.0,28,26.9,86.4,75.9,34.0,7.8,58.6,26.9,0.769,tempestade
MS,Centro-Oeste,Pantanal,4,119.1,32.0,9,19.9,74.0,26.1,368.0,6.1,24.3,17.5,0.502,nenhum
GO,Centro-Oeste,Cerrado,12,239.7,35.6,20,27.5,65.1,18.9,346.0,5.4,57.1,17.0,0.564,nenhum
SE,Nordeste,Cerrado,4,169.5,83.8,18,26.9,66.3,44.5,39.0,15.3,224.4,19.5,0.632,tempestade
MS,Centro-Oeste,Cerrado,9,98.1,47.2,4,22.9,70.4,38.6,1640.0,7.1,28.7,20.3,0.367,nenhum
SP,Sudeste,Mata Atlantica,11,425.2,210.3,23,19.6,85.2,57.9,859.0,22.1,9.4,12.4,0.688,deslizamento
RJ,Sudeste,Mata Atlantica,4,185.6,114.6,10,20.1,92.0,65.5,1268.0,26.7,104.3,24.6,0.473,deslizamento
BA,Nordeste,Cerrado,8,37.1,7.0,1,25.4,69.6,56.3,67.0,2.1,310.8,17.6,0.262,incendio_florestal
MA,Nordeste,Cerrado,3,102.9,23.2,11,29.2,69.8,84.6,337.0,8.9,76.0,18.4,0.424,tempestade
PE,Nordeste,Caatinga,5,55.8,8.9,5,27.7,74.0,67.9,239.0,11.5,24.5,23.2,0.316,incendio_florestal
GO,Centro-Oeste,Cerrado,4,77.2,13.1,5,22.9,71.5,43.8,732.0,15.3,38.0,25.4,0.464,nenhum
RJ,Sudeste,Mata Atlantica,9,65.3,14.1,5,20.2,80.3,34.5,672.0,15.9,24.0,20.9,0.256,nenhum
MA,Nordeste,Cerrado,11,72.1,23.1,4,27.8,68.3,37.0,874.0,4.6,76.3,16.4,0.351,nenhum
AL,Nordeste,Cerrado,4,226.3,57.9,22,25.0,69.7,53.8,437.0,3.3,2.1,13.4,0.501,nenhum
SC,Sul,Pampa,4,186.1,60.5,10,18.0,87.4,28.8,322.0,16.0,57.0,18.2,0.521,nenhum
TO,Norte,Amazonia,10,187.4,40.6,13,27.7,93.5,30.9,104.0,1.7,38.0,14.8,0.646,nenhum
MS,Centro-Oeste,Cerrado,6,43.2,22.3,2,21.4,66.5,44.9,794.0,7.2,190.6,22.8,0.395,estiagem_seca
SP,Sudeste,Mata Atlantica,7,82.6,45.5,6,15.6,80.5,19.2,1066.0,25.3,5.9,12.2,0.504,deslizamento
PB,Nordeste,Caatinga,9,25.8,6.9,4,27.5,67.4,25.1,35.0,9.0,8.8,17.3,0.248,estiagem_seca
PA,Norte,Amazonia,2,164.9,41.5,12,27.5,93.2,23.6,207.0,1.6,83.9,20.1,0.495,nenhum
MA,Nordeste,Mata Atlantica,11,117.9,54.0,8,28.8,52.9,62.6,53.0,9.1,348.4,29.6,0.336,incendio_florestal
PR,Sul,Pampa,5,102.0,19.0,5,15.5,86.8,19.5,677.0,14.3,39.8,26.5,0.371,nenhum
RR,Norte,Cerrado,8,154.5,51.7,18,25.4,79.1,30.1,26.0,17.9,34.9,19.2,0.583,nenhum
BA,Nordeste,Mata Atlantica,6,82.5,16.4,4,23.5,80.0,25.0,392.0,4.0,15.3,15.5,0.44,nenhum
AM,Norte,Amazonia,10,96.2,20.4,6,25.3,83.8,30.0,87.0,0.3,52.4,22.6,0.35,estiagem_seca
RR,Norte,Amazonia,8,68.5,17.6,9,22.7,97.7,42.5,96.0,6.9,11.6,17.5,0.328,nenhum
ES,Sudeste,Mata Atlantica,3,134.4,33.6,10,22.7,79.9,41.2,718.0,23.4,6.7,15.3,0.456,nenhum
MA,Nordeste,Mata Atlantica,3,102.3,54.5,7,31.9,68.0,39.7,209.0,10.8,111.2,17.2,0.374,estiagem_seca
SP,Sudeste,Mata Atlantica,11,450.8,117.9,25,21.4,87.8,50.2,200.0,18.7,13.4,12.4,0.709,deslizamento
RJ,Sudeste,Cerrado,7,54.3,20.3,1,19.2,72.6,39.9,1533.0,22.5,134.4,30.7,0.337,nenhum
ES,Sudeste,Mata Atlantica,4,178.7,71.9,13,22.5,79.8,12.3,416.0,11.5,44.9,16.7,0.713,estiagem_seca
AP,Norte,Amazonia,2,434.5,177.2,26,25.6,87.1,54.8,10.0,8.2,214.1,17.3,0.679,inundacao
SC,Sul,Mata Atlantica,2,94.8,18.5,13,24.1,77.1,37.3,405.0,15.7,9.7,16.6,0.45,nenhum
ES,Sudeste,Mata Atlantica,12,221.9,63.5,12,24.9,94.3,64.9,655.0,26.6,163.1,18.9,0.552,deslizamento
MA,Nordeste,Cerrado,12,83.8,29.2,7,31.0,80.6,21.9,606.0,16.0,50.0,27.5,0.356,incendio_florestal
SP,Sudeste,Mata Atlantica,5,106.5,41.2,7,23.3,75.8,35.8,312.0,13.3,5.4,15.4,0.415,nenhum
RS,Sul,Mata Atlantica,3,107.2,26.8,9,21.3,92.4,40.3,214.0,6.2,16.8,22.6,0.452,nenhum
RN,Nordeste,Caatinga,6,83.4,46.3,10,23.6,59.3,71.4,365.0,7.6,17.5,21.0,0.401,tempestade
SC,Sul,Pampa,2,376.5,186.2,26,19.2,100.0,28.0,392.0,7.5,89.1,20.2,0.718,inundacao
DF,Centro-Oeste,Cerrado,7,28.4,5.0,1,23.7,68.4,35.9,292.0,9.7,11.8,18.2,0.267,estiagem_seca
SP,Sudeste,Cerrado,8,55.2,17.9,8,21.1,64.9,37.6,1346.0,20.7,7.8,14.7,0.311,nenhum
RS,Sul,Mata Atlantica,12,225.3,106.4,14,19.5,92.7,27.2,686.0,15.5,26.9,16.1,0.553,deslizamento
PB,Nordeste,Caatinga,4,224.4,86.6,20,24.9,63.2,34.0,156.0,8.7,197.2,26.5,0.619,nenhum
RJ,Sudeste,Mata Atlantica,3,122.3,36.7,10,23.9,81.8,31.3,745.0,19.9,59.5,28.0,0.409,nenhum
MA,Nordeste,Caatinga,2,122.9,39.0,13,32.2,69.5,24.8,66.0,11.6,32.0,13.7,0.556,estiagem_seca
RJ,Sudeste,Mata Atlantica,5,110.1,25.8,7,18.3,82.5,38.4,1774.0,10.2,118.9,31.1,0.374,nenhum
SP,Sudeste,Cerrado,8,97.0,32.6,11,17.6,77.0,40.8,666.0,15.4,11.5,14.3,0.374,nenhum
MA,Nordeste,Cerrado,1,109.4,47.3,6,30.7,68.9,39.7,145.0,11.0,722.9,20.4,0.455,deslizamento
MT,Centro-Oeste,Cerrado,10,114.8,38.0,8,23.0,70.0,17.9,145.0,6.4,597.3,40.5,0.269,deslizamento
PE,Nordeste,Caatinga,6,57.9,13.9,8,24.2,66.7,25.6,402.0,3.0,24.3,14.4,0.361,nenhum
TO,Norte,Amazonia,10,210.1,120.3,12,24.0,93.4,79.5,63.0,4.3,56.1,28.2,0.53,tempestade
PA,Norte,Amazonia,6,88.2,15.9,3,22.6,86.3,24.8,67.0,0.2,41.2,21.9,0.288,nenhum
CE,Nordeste,Mata Atlantica,2,141.9,78.7,14,30.9,69.0,21.3,58.0,2.7,22.1,22.4,0.477,tempestade
RO,Norte,Amazonia,1,213.4,51.1,15,24.8,98.2,31.9,72.0,1.5,191.5,28.1,0.413,nenhum
RN,Nordeste,Caatinga,7,35.3,12.2,5,25.4,59.0,10.8,335.0,6.5,5.4,11.2,0.35,estiagem_seca
SP,Sudeste,Mata Atlantica,7,28.7,8.2,2,16.2,60.0,92.2,315.0,16.0,27.7,22.3,0.271,tempestade
SP,Sudeste,Cerrado,10,280.0,56.9,16,21.0,92.2,18.3,103.0,13.6,103.6,27.4,0.606,inundacao
ES,Sudeste,Mata Atlantica,11,243.1,42.0,17,23.3,83.3,23.6,1137.0,16.6,497.3,21.6,0.719,estiagem_seca
MA,Nordeste,Caatinga,2,102.2,22.6,10,30.9,55.7,24.4,7.0,2.9,370.4,19.3,0.442,estiagem_seca
RS,Sul,Mata Atlantica,4,97.5,18.8,7,16.2,87.6,39.8,1022.0,9.5,17.1,16.5,0.317,nenhum
SP,Sudeste,Cerrado,3,152.4,57.2,11,24.9,75.9,16.9,283.0,23.7,14.8,12.6,0.558,nenhum
AM,Norte,Amazonia,2,342.2,50.9,28,27.5,96.1,108.7,131.0,3.0,25.6,13.3,0.726,tempestade
MA,Nordeste,Caatinga,1,313.8,60.4,28,30.6,76.0,36.3,301.0,17.6,409.3,35.1,0.594,deslizamento
RJ,Sudeste,Mata Atlantica,1,188.2,52.9,18,25.3,87.8,15.3,465.0,10.2,87.7,28.0,0.519,nenhum
AL,Nordeste,Cerrado,7,17.6,9.1,1,24.7,53.7,73.7,385.0,12.8,3420.5,34.2,0.324,estiagem_seca
MT,Centro-Oeste,Cerrado,2,372.2,241.1,26,26.3,72.6,53.0,679.0,15.1,123.2,23.3,0.689,deslizamento
RS,Sul,Mata Atlantica,3,294.7,114.8,24,16.6,75.7,35.0,709.0,3.7,597.8,26.6,0.564,inundacao
TO,Norte,Amazonia,2,540.1,191.5,25,26.6,91.0,23.5,271.0,2.4,41.5,15.9,0.691,inundacao
AM,Norte,Amazonia,9,149.8,29.3,11,25.7,88.5,35.7,203.0,14.5,13.9,18.4,0.388,nenhum
RS,Sul,Pampa,8,111.3,49.8,11,17.7,71.2,30.7,254.0,7.6,1755.4,28.6,0.431,nenhum
SP,Sudeste,Cerrado,12,506.3,174.0,29,24.9,69.8,25.1,1190.0,9.4,6.6,13.3,0.651,inundacao
AC,Norte,Amazonia,2,236.6,28.0,20,29.3,92.0,36.7,78.0,6.1,72.3,16.0,0.625,nenhum
SC,Sul,Mata Atlantica,3,459.9,85.6,28,20.4,87.4,31.8,332.0,10.6,57.2,22.2,0.599,inundacao
PR,Sul,Mata Atlantica,6,139.5,96.4,6,14.5,77.0,31.9,335.0,22.0,19.7,23.2,0.439,nenhum
RJ,Sudeste,Mata Atlantica,8,93.4,46.5,8,20.8,76.5,56.3,1113.0,13.3,82.1,29.3,0.377,nenhum
RJ,Sudeste,Mata Atlantica,2,365.5,40.6,25,21.4,80.2,62.8,382.0,19.4,38.1,16.3,0.636,deslizamento
RN,Nordeste,Caatinga,3,112.7,54.2,8,29.5,56.9,50.4,636.0,2.9,13.0,16.5,0.381,incendio_florestal
PA,Norte,Amazonia,6,54.9,19.7,6,22.4,83.6,44.6,194.0,3.3,6.9,14.7,0.34,nenhum
SP,Sudeste,Cerrado,1,206.3,83.1,11,23.8,90.7,51.4,450.0,20.2,92.5,21.1,0.567,deslizamento
PB,Nordeste,Caatinga,5,96.9,33.3,9,23.8,63.2,22.9,356.0,7.6,14.7,14.8,0.393,inundacao
ES,Sudeste,Mata Atlantica,10,179.8,54.9,15,21.4,80.9,32.0,123.0,17.9,21.8,21.1,0.492,nenhum
SP,Sudeste,Mata Atlantica,7,57.3,17.9,4,17.4,68.2,46.9,254.0,20.1,13.9,15.9,0.269,nenhum
RR,Norte,Amazonia,6,66.8,15.8,5,22.7,75.4,43.2,134.0,7.0,14.4,19.9,0.332,nenhum
MG,Sudeste,Mata Atlantica,6,56.6,29.0,3,18.7,82.2,22.0,986.0,18.0,38.1,14.8,0.388,nenhum
BA,Nordeste,Caatinga,12,63.2,13.7,3,33.4,67.5,36.9,112.0,15.1,7.4,18.1,0.335,estiagem_seca
PR,Sul,Pampa,7,154.8,71.2,7,17.5,86.6,23.3,148.0,6.3,29.7,22.5,0.47,nenhum
BA,Nordeste,Caatinga,7,49.5,8.5,4,21.5,77.9,22.0,643.0,5.7,112.6,21.0,0.206,incendio_florestal
ES,Sudeste,Mata Atlantica,12,229.8,72.1,20,24.6,64.0,51.0,1035.0,13.5,118.5,27.7,0.577,nenhum
RJ,Sudeste,Mata Atlantica,2,360.6,64.1,27,23.1,87.6,42.8,807.0,10.3,22.4,19.4,0.634,inundacao
MA,Nordeste,Mata Atlantica,2,101.4,42.0,10,30.5,72.9,40.5,258.0,13.8,15.8,15.2,0.423,estiagem_seca
SP,Sudeste,Mata Atlantica,6,125.7,56.6,9,18.7,68.2,33.2,732.0,8.3,282.4,24.0,0.438,nenhum
ES,Sudeste,Mata Atlantica,4,125.0,17.7,8,20.0,73.8,39.4,339.0,13.5,87.4,24.1,0.596,nenhum
SP,Sudeste,Mata Atlantica,3,102.7,63.0,8,24.5,74.4,35.5,1296.0,22.0,102.9,23.6,0.369,nenhum
MG,Sudeste,Cerrado,2,458.4,207.8,26,23.8,90.4,36.1,135.0,15.8,312.8,21.6,0.721,deslizamento
SC,Sul,Mata Atlantica,11,240.5,98.6,20,20.9,65.7,52.2,355.0,11.5,228.8,32.9,0.673,inundacao
GO,Centro-Oeste,Pantanal,8,73.8,19.6,6,22.6,59.7,12.2,466.0,6.1,179.0,33.4,0.357,nenhum
DF,Centro-Oeste,Cerrado,9,46.1,13.9,1,22.0,66.2,28.7,763.0,10.7,3.4,13.8,0.322,incendio_florestal
TO,Norte,Amazonia,2,410.2,117.1,27,27.1,100.0,67.0,108.0,10.3,20.2,19.4,0.849,inundacao
SP,Sudeste,Mata Atlantica,5,199.1,68.2,16,18.1,95.4,30.8,444.0,15.2,6.2,16.1,0.531,nenhum
DF,Centro-Oeste,Cerrado,8,50.2,24.8,4,24.0,76.1,26.1,756.0,2.4,360.8,22.0,0.338,nenhum
RN,Nordeste,Caatinga,7,48.4,13.5,8,21.3,74.0,13.3,478.0,17.5,28.1,16.6,0.368,inundacao
RR,Norte,Amazonia,9,173.3,65.2,11,26.8,96.4,29.9,117.0,4.2,15.2,12.6,0.439,nenhum
SC,Sul,Mata Atlantica,9,263.5,130.1,21,16.5,90.9,57.4,321.0,24.1,76.1,15.8,0.584,deslizamento
AL,Nordeste,Caatinga,5,94.8,31.3,6,25.0,70.4,67.7,159.0,15.7,122.5,20.4,0.476,nenhum
ES,Sudeste,Mata Atlantica,10,167.6,83.5,17,19.1,66.2,44.0,721.0,9.5,97.5,17.3,0.551,nenhum
BA,Nordeste,Caatinga,4,78.1,9.0,4,26.0,67.7,24.8,321.0,9.9,49.1,19.6,0.282,nenhum
RS,Sul,Mata Atlantica,1,147.7,51.9,12,23.6,80.7,62.5,52.0,4.6,288.2,22.9,0.562,nenhum
PE,Nordeste,Caatinga,11,134.8,23.5,10,28.7,84.9,59.9,116.0,15.8,29.0,23.5,0.44,nenhum
PB,Nordeste,Caatinga,1,76.6,9.8,9,31.1,55.8,41.3,374.0,5.8,5.0,17.1,0.433,estiagem_seca
PR,Sul,Mata Atlantica,4,281.6,92.0,22,18.9,83.5,23.6,643.0,16.6,26.5,16.3,0.8,deslizamento
SC,Sul,Mata Atlantica,2,132.9,62.0,10,22.0,94.7,29.3,522.0,8.0,25.0,15.3,0.46,nenhum
SE,Nordeste,Caatinga,3,131.2,35.9,11,26.7,64.4,30.3,485.0,24.1,125.3,19.9,0.321,nenhum
MT,Centro-Oeste,Cerrado,5,97.5,59.1,9,23.9,76.1,24.7,982.0,11.8,194.3,17.8,0.348,nenhum
RJ,Sudeste,Mata Atlantica,2,490.2,103.2,30,25.2,87.1,49.0,650.0,31.1,15.4,17.7,0.536,estiagem_seca
SC,Sul,Mata Atlantica,6,105.4,43.7,6,15.4,78.1,34.1,214.0,13.9,1.9,12.9,0.368,nenhum
PI,Nordeste,Caatinga,12,51.8,9.5,3,30.2,61.7,27.0,186.0,9.9,926.7,26.5,0.39,estiagem_seca
DF,Centro-Oeste,Cerrado,2,284.0,71.9,23,26.3,73.9,35.5,179.0,6.6,65.2,25.8,0.601,inundacao
RJ,Sudeste,Mata Atlantica,12,253.6,67.5,19,27.1,97.6,20.6,649.0,10.7,2.2,13.6,0.611,nenhum
SP,Sudeste,Mata Atlantica,5,62.8,22.7,8,20.8,70.5,30.7,422.0,15.8,4.2,10.7,0.469,nenhum
MG,Sudeste,Mata Atlantica,8,33.9,6.3,3,18.6,68.9,60.6,888.0,22.2,68.4,23.4,0.257,incendio_florestal
ES,Sudeste,Mata Atlantica,6,33.8,8.4,1,21.1,75.0,33.5,115.0,14.5,22.5,16.0,0.308,estiagem_seca
PA,Norte,Amazonia,4,153.5,77.5,12,24.6,80.8,27.8,145.0,11.8,313.5,29.4,0.391,nenhum
SC,Sul,Mata Atlantica,2,176.7,79.1,13,21.2,71.8,28.8,443.0,26.1,22.6,13.5,0.643,deslizamento
PR,Sul,Mata Atlantica,8,187.7,42.6,16,12.4,86.7,20.8,120.0,16.0,43.7,14.2,0.577,nenhum
ES,Sudeste,Cerrado,11,185.9,85.6,15,23.9,85.2,44.1,587.0,10.6,19.9,13.7,0.628,nenhum
TO,Norte,Amazonia,7,28.5,10.3,3,22.0,81.0,26.6,36.0,1.7,39.8,24.0,0.157,incendio_florestal
PE,Nordeste,Caatinga,8,65.0,31.6,11,26.6,70.9,65.1,173.0,15.3,53.7,19.6,0.428,nenhum
MG,Sudeste,Mata Atlantica,8,49.6,14.8,1,18.8,78.6,76.4,840.0,21.0,365.6,35.2,0.286,tempestade
PA,Norte,Cerrado,5,179.4,86.6,16,22.1,87.6,11.8,98.0,13.3,77.1,18.6,0.495,nenhum
PR,Sul,Mata Atlantica,2,151.7,35.1,15,20.1,84.7,43.3,240.0,12.5,55.8,18.0,0.469,nenhum
MA,Nordeste,Caatinga,7,75.5,33.3,4,21.2,58.2,31.1,382.0,6.8,150.4,18.6,0.322,nenhum
SP,Sudeste,Mata Atlantica,11,143.0,33.7,13,25.1,75.2,28.9,504.0,7.2,351.7,35.6,0.448,incendio_florestal
RS,Sul,Mata Atlantica,4,315.3,62.2,27,20.8,86.8,54.4,599.0,6.8,6.7,16.7,0.688,nenhum
PE,Nordeste,Cerrado,11,65.5,12.6,5,27.3,70.0,46.9,110.0,11.3,18.2,13.2,0.469,nenhum
PE,Nordeste,Caatinga,11,34.2,11.5,2,30.6,67.4,73.6,49.0,11.4,67.0,26.2,0.12,estiagem_seca
ES,Sudeste,Mata Atlantica,3,176.8,21.6,12,21.7,73.5,31.0,652.0,26.1,49.2,25.1,0.565,inundacao
SP,Sudeste,Mata Atlantica,7,72.1,15.8,6,17.3,84.1,82.8,745.0,17.6,19.6,13.7,0.255,tempestade
CE,Nordeste,Cerrado,9,27.4,9.6,2,25.7,68.8,30.5,381.0,3.4,2.6,10.6,0.474,estiagem_seca
RJ,Sudeste,Mata Atlantica,6,47.8,23.3,2,19.8,68.5,43.1,125.0,12.8,32.2,21.8,0.405,nenhum
PR,Sul,Pampa,9,245.2,195.1,18,14.7,100.0,30.9,537.0,11.3,86.6,18.3,0.663,inundacao
DF,Centro-Oeste,Amazonia,11,128.5,33.8,10,30.7,67.6,22.9,181.0,2.3,428.3,18.1,0.486,estiagem_seca
MA,Nordeste,Cerrado,8,91.2,41.3,3,24.2,71.2,26.8,275.0,2.9,51.5,24.3,0.376,nenhum
SE,Nordeste,Mata Atlantica,11,38.5,18.5,4,30.8,74.3,32.0,270.0,7.4,49.9,23.9,0.234,estiagem_seca
PB,Nordeste,Caatinga,10,57.0,15.0,9,25.7,63.9,20.9,420.0,15.7,15.2,13.3,0.291,tempestade
PB,Nordeste,Cerrado,10,27.9,7.0,1,26.4,66.8,58.5,452.0,4.1,49.5,16.5,0.277,estiagem_seca
RN,Nordeste,Mata Atlantica,11,85.4,12.7,12,27.6,60.3,47.6,263.0,6.5,23.4,15.3,0.201,incendio_florestal
RJ,Sudeste,Mata Atlantica,3,134.4,37.4,18,23.6,64.0,26.9,84.0,5.7,115.2,26.8,0.533,nenhum
CE,Nordeste,Mata Atlantica,1,63.0,15.9,5,30.0,57.8,16.0,42.0,16.0,97.9,20.0,0.452,estiagem_seca
SC,Sul,Mata Atlantica,2,179.1,64.8,18,18.1,84.6,89.8,251.0,8.2,411.7,23.7,0.513,tempestade
BA,Nordeste,Cerrado,3,65.8,36.3,7,31.2,77.0,67.3,153.0,1.0,75.5,22.1,0.433,tempestade
PA,Norte,Amazonia,9,99.1,15.6,10,22.0,77.9,21.1,264.0,6.6,111.0,20.2,0.361,tempestade
SP,Sudeste,Cerrado,7,39.5,12.5,1,19.9,63.4,28.0,709.0,8.9,6.3,15.6,0.264,incendio_florestal
RS,Sul,Pampa,6,80.3,27.5,8,17.6,86.3,43.3,490.0,3.5,82.1,15.6,0.391,nenhum
SE,Nordeste,Caatinga,1,62.2,27.7,3,27.5,58.8,38.5,435.0,16.6,149.8,26.4,0.349,nenhum
RN,Nordeste,Mata Atlantica,9,30.0,10.6,3,23.4,67.7,24.5,331.0,2.1,58.7,16.6,0.224,incendio_florestal
MA,Nordeste,Cerrado,5,102.9,58.3,6,22.6,69.8,49.0,174.0,2.9,46.2,14.5,0.445,nenhum
DF,Centro-Oeste,Cerrado,10,74.5,43.4,7,26.9,64.9,45.8,653.0,10.7,37.8,18.3,0.378,nenhum
GO,Centro-Oeste,Cerrado,2,198.1,69.6,19,24.3,69.8,43.3,396.0,9.3,583.5,36.9,0.367,nenhum
SE,Nordeste,Caatinga,4,100.4,45.1,8,29.4,74.2,55.7,120.0,7.4,4.3,11.9,0.405,incendio_florestal
AM,Norte,Amazonia,1,495.0,115.7,27,28.6,80.9,31.4,34.0,5.8,325.2,21.0,0.651,inundacao
MT,Centro-Oeste,Cerrado,4,167.9,35.9,10,23.7,73.7,42.2,554.0,7.0,90.5,23.6,0.468,nenhum
PR,Sul,Pampa,12,276.1,40.2,23,21.3,89.3,22.1,378.0,2.7,23.7,19.5,0.628,nenhum
SP,Sudeste,Mata Atlantica,6,92.6,31.8,13,21.0,71.7,40.8,382.0,14.6,110.9,25.3,0.404,nenhum
DF,Centro-Oeste,Cerrado,6,63.2,21.1,6,26.5,74.9,48.2,751.0,8.3,91.7,25.1,0.206,incendio_florestal
RR,Norte,Amazonia,4,156.6,81.3,14,26.4,83.6,13.6,6.0,1.9,11.2,17.1,0.586,nenhum
MA,Nordeste,Caatinga,4,59.4,24.4,6,26.0,52.8,53.2,442.0,20.3,242.1,19.6,0.319,incendio_florestal
PI,Nordeste,Mata Atlantica,9,38.0,17.1,3,24.9,69.8,91.5,249.0,4.8,67.5,22.3,0.368,nenhum
RJ,Sudeste,Mata Atlantica,12,212.0,84.2,17,21.4,90.9,89.9,409.0,26.4,15.3,14.5,0.574,tempestade
SC,Sul,Mata Atlantica,9,52.6,7.9,3,18.0,87.0,17.7,111.0,6.3,500.0,28.8,0.356,nenhum
SC,Sul,Mata Atlantica,9,188.5,41.3,9,16.3,81.2,19.1,352.0,11.7,123.3,17.9,0.604,nenhum
SC,Sul,Pampa,6,85.6,20.4,9,17.6,72.0,67.8,525.0,19.0,89.1,24.1,0.236,nenhum
RS,Sul,Pampa,2,309.7,163.2,21,23.3,93.4,23.3,489.0,7.8,236.3,31.7,0.622,inundacao
SC,Sul,Pampa,9,72.4,33.1,5,16.4,81.0,61.9,91.0,12.4,51.9,26.9,0.507,nenhum
AP,Norte,Amazonia,10,141.0,38.4,11,28.4,85.1,18.1,112.0,1.6,181.8,32.0,0.497,nenhum
AL,Nordeste,Caatinga,7,32.4,14.0,3,20.9,62.9,18.2,473.0,3.6,165.7,19.4,0.203,incendio_florestal
PI,Nordeste,Cerrado,2,130.0,68.9,11,29.2,63.0,67.0,502.0,1.7,22.0,17.9,0.427,inundacao
SP,Sudeste,Cerrado,9,107.2,25.4,9,20.2,68.0,42.9,900.0,17.6,39.1,14.0,0.489,nenhum
AM,Norte,Cerrado,12,368.4,182.6,28,29.6,83.9,32.9,18.0,4.0,24.9,17.5,0.701,inundacao
MG,Sudeste,Cerrado,3,373.1,192.6,25,25.3,94.7,63.9,215.0,16.6,403.3,28.8,0.538,estiagem_seca
SP,Sudeste,Mata Atlantica,2,786.6,372.1,25,22.0,93.1,59.2,412.0,17.3,5.4,15.7,0.56,deslizamento
SP,Sudeste,Mata Atlantica,9,126.1,58.8,5,18.7,78.6,34.8,1379.0,31.6,84.3,19.4,0.499,deslizamento
BA,Nordeste,Caatinga,4,141.1,28.4,12,28.2,65.9,19.9,228.0,14.2,386.8,26.0,0.436,nenhum
CE,Nordeste,Cerrado,9,38.1,13.1,2,26.0,70.8,20.3,518.0,1.4,8.0,18.2,0.369,estiagem_seca
RN,Nordeste,Caatinga,9,43.5,25.4,5,25.3,68.9,45.9,332.0,16.0,54.6,23.6,0.311,incendio_florestal
